Client Name:,Bushy Tails,Job Number:,DUMMY-2026-0005-01,,,,,,,,,,,,,,,,,,,,
Site Name:,Bristol,Report From:,,To:,,,,,,,,,,,,,,,,,,,
Data Files:,"2025-DESNZ-Conversion-Factors-Activity 2025, 2025-DESNZ-Conversion-Factors-Activity 2025, 2022-DEFRA-Conversion-Factors-Spend 2022",,,,,,,,,,,,,,,,,,,,,,
Scope,Category,Report Label,ID,UOM,GHG Unit,Factor, Qty , [Mth1] , [Mth2] , [Mth3] , [Mth4] , [Mth5] , [Mth6] , [Mth7] , [Mth8] , [Mth9] , [Mth10] , [Mth11] , [Mth12] , tCO2e , Apply , tCO2e ,Notes
Scope 3,Upstream Transportation & Distribution,Vans Class I (up to 1.305 tonnes)  Diesel,27_303_3081_9_1,miles,kg CO2e,0.25329,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class I (up to 1.305 tonnes)  Petrol,27_303_3082_9_1,miles,kg CO2e,0.3249,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class I (up to 1.305 tonnes)  Battery Electric Vehicle,27_303_3087_9_1,miles,kg CO2e,0.06113,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class II (1.305 to 1.74 tonnes)  Diesel,27_303_3088_9_1,miles,kg CO2e,0.30996,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class II (1.305 to 1.74 tonnes)  Petrol,27_303_3089_9_1,miles,kg CO2e,0.33594,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class II (1.305 to 1.74 tonnes)  Battery Electric Vehicle,27_303_3094_9_1,miles,kg CO2e,0.09298,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Diesel,27_303_3095_9_1,miles,kg CO2e,0.44866,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Petrol,27_303_3096_9_1,miles,kg CO2e,0.54468,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Plug-in Hybrid Electric Vehicle,27_303_3100_9_1,miles,kg CO2e,0.23485,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Battery Electric Vehicle,27_303_3101_9_1,miles,kg CO2e,0.12246,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Diesel,27_303_3102_9_1,miles,kg CO2e,0.41138,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Petrol,27_303_3103_9_1,miles,kg CO2e,0.34336,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  CNG,27_303_3104_9_1,miles,kg CO2e,0.40415,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  LPG,27_303_3105_9_1,miles,kg CO2e,0.44433,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Unknown,27_303_3106_9_1,miles,kg CO2e,0.40926,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Plug-in Hybrid Electric Vehicle,27_303_3107_9_1,miles,kg CO2e,0.23485,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Battery Electric Vehicle,27_303_3108_9_1,miles,kg CO2e,0.11228,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) Rigid (>3.5 - 7.5 tonnes)  Average laden,27_304_3112_9_1,miles,kg CO2e,0.79738,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) Rigid (>7.5 tonnes-17 tonnes)  Average laden,27_304_3116_9_1,miles,kg CO2e,0.97367,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) Rigid (>17 tonnes)  Average laden,27_304_3120_9_1,miles,kg CO2e,1.59575,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) All rigids  Average laden,27_304_3124_9_1,miles,kg CO2e,1.34783,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) Articulated (>3.5 - 33t)  Average laden,27_304_3128_9_1,miles,kg CO2e,1.26285,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) Articulated (>33t)  Average laden,27_304_3132_9_1,miles,kg CO2e,1.50346,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) All artics  Average laden,27_304_3136_9_1,miles,kg CO2e,1.49432,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) All HGVs  Average laden,27_304_3140_9_1,miles,kg CO2e,1.43425,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) Rigid (>3.5 - 7.5 tonnes)  Average laden,27_306_3112_9_1,miles,kg CO2e,0.94959,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) Rigid (>7.5 tonnes-17 tonnes)  Average laden,27_306_3116_9_1,miles,kg CO2e,1.15952,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) Rigid (>17 tonnes)  Average laden,27_306_3120_9_1,miles,kg CO2e,1.90036,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) All rigids  Average laden,27_306_3124_9_1,miles,kg CO2e,1.60513,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) Articulated (>3.5 - 33t)  Average laden,27_306_3128_9_1,miles,kg CO2e,1.46061,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) Articulated (>33t)  Average laden,27_306_3132_9_1,miles,kg CO2e,1.7389,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) All artics  Average laden,27_306_3136_9_1,miles,kg CO2e,1.72834,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) All HGVs  Average laden,27_306_3140_9_1,miles,kg CO2e,1.67891,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal Average Construction,20_500_5173_15_1,kg,kg CO2e,1.26338,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal Household,20_507_5285_15_1,kg,kg CO2e,497.24244,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal Commercial & Industrial,20_507_5313_15_1,kg,kg CO2e,520.5327,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal WEEE Mixed,20_503_5334_15_1,kg,kg CO2e,8.98311,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal Scrap Metal,20_504_5369_15_1,kg,kg CO2e,8.98311,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal Average Plastics,20_505_5383_15_1,kg,kg CO2e,8.98311,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal Paper & Board Mixed,20_506_5453_15_1,kg,kg CO2e,1164.4894,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Waste Generated in Operations,Water Treatment           ,18_405_4006_1_1,m3,kg CO2e,0.17088,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Small car Diesel,25_301_3045_9_1,miles,kg CO2e,0.23078,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Small car Petrol,25_301_3046_9_1,miles,kg CO2e,0.23027,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Small car Unknown,25_301_3050_9_1,miles,kg CO2e,0.23049,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Small car Plug-in Hybrid Electric Vehicle,25_301_3051_9_1,miles,kg CO2e,0.09123,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Small car Battery Electric Vehicle,25_301_3052_9_1,miles,kg CO2e,0.05936,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Medium car Diesel,25_301_3053_9_1,miles,kg CO2e,0.27639,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Medium car Petrol,25_301_3054_9_1,miles,kg CO2e,0.28121,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Medium car Unknown,25_301_3058_9_1,miles,kg CO2e,0.27877,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Medium car Plug-in Hybrid Electric Vehicle,25_301_3059_9_1,miles,kg CO2e,0.14193,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Medium car Battery Electric Vehicle,25_301_3060_9_1,miles,kg CO2e,0.06246,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Large car Diesel,25_301_3061_9_1,miles,kg CO2e,0.33808,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Large car Petrol,25_301_3062_9_1,miles,kg CO2e,0.43175,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Large car Unknown,25_301_3066_9_1,miles,kg CO2e,0.36495,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Large car Plug-in Hybrid Electric Vehicle,25_301_3067_9_1,miles,kg CO2e,0.18396,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Large car Battery Electric Vehicle,25_301_3068_9_1,miles,kg CO2e,0.06767,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Average car Diesel,25_301_3069_9_1,miles,kg CO2e,0.27849,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Average car Petrol,25_301_3070_9_1,miles,kg CO2e,0.26187,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Average car Unknown,25_301_3074_9_1,miles,kg CO2e,0.26915,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Average car Plug-in Hybrid Electric Vehicle,25_301_3075_9_1,miles,kg CO2e,0.16834,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Cars Average car Battery Electric Vehicle,25_301_3076_9_1,miles,kg CO2e,0.06512,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Motorbike Small ,25_302_3077_9_1,miles,kg CO2e,0.13389,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Motorbike Medium ,25_302_3078_9_1,miles,kg CO2e,0.16266,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Motorbike Large ,25_302_3079_9_1,miles,kg CO2e,0.21326,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Motorbike Average ,25_302_3080_9_1,miles,kg CO2e,0.18294,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Rail National rail ,25_315_3147_11_1,km,kg CO2e, 0.03546 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Rail International rail ,25_315_3148_11_1,km,kg CO2e, 0.00446 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Rail Light rail and tram ,25_315_3149_11_1,km,kg CO2e, 0.02860 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Rail London Underground ,25_315_3150_11_1,km,kg CO2e, 0.02780 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Flights Domestic, to/from UK Average passenger",21_316_3161_11_1,km,kg CO2e, 0.13552 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Flights Short-haul, to/from UK Economy class",21_316_3165_11_1,km,kg CO2e, 0.07435 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Flights Short-haul, to/from UK Business class",21_316_3167_11_1,km,kg CO2e, 0.11152 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Flights Long-haul, to/from UK Average passenger",21_316_3169_11_1,km,kg CO2e, 0.09043 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Flights Long-haul, to/from UK Economy class",21_316_3171_11_1,km,kg CO2e, 0.06926 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Flights Long-haul, to/from UK Premium economy class",21_316_3173_11_1,km,kg CO2e, 0.11081 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Flights Long-haul, to/from UK Business class",21_316_3175_11_1,km,kg CO2e, 0.20083 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Flights Long-haul, to/from UK First class",21_316_3177_11_1,km,kg CO2e, 0.27701 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Flights International, to/from non-UK Average passenger",21_316_3179_11_1,km,kg CO2e, 0.08420 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Flights International, to/from non-UK Economy class",21_316_3181_11_1,km,kg CO2e, 0.06449 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Flights International, to/from non-UK Premium economy class",21_316_3183_11_1,km,kg CO2e, 0.10318 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Flights International, to/from non-UK Business class",21_316_3185_11_1,km,kg CO2e, 0.18701 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Flights International, to/from non-UK First class",21_316_3187_11_1,km,kg CO2e, 0.25794 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Ferry Foot passenger ,23_318_3188_11_1,passenger.km,kg CO2e,0.01871,,,,,,,,,,,,,, -   ,200%, -   ,
Scope 3,Business Travel,Ferry Car passenger ,23_318_3189_11_1,passenger.km,kg CO2e,0.12933,,,,,,,,,,,,,, -   ,300%, -   ,
Scope 3,Business Travel,Ferry Average (all passenger) ,23_318_3190_11_1,passenger.km,kg CO2e,0.1127,,,,,,,,,,,,,, -   ,400%, -   ,
Scope 3,Business Travel,Hotel stay UK ,29_600_4000_13_1,Night,kg CO2e, 10.40000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay UK (London) ,29_600_4001_13_1,Night,kg CO2e, 11.50000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Australia ,29_600_4003_13_1,Night,kg CO2e, 35.00000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Belgium ,29_600_4005_13_1,Night,kg CO2e, 12.20000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Brazil ,29_600_4006_13_1,Night,kg CO2e, 8.70000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Canada ,29_600_4007_13_1,Night,kg CO2e, 7.40000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Chile ,29_600_4008_13_1,Night,kg CO2e, 27.60000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay China ,29_600_4009_13_1,Night,kg CO2e, 53.50000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Colombia ,29_600_4010_13_1,Night,kg CO2e, 14.70000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Costa Rica ,29_600_4011_13_1,Night,kg CO2e, 4.70000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Egypt ,29_600_4013_13_1,Night,kg CO2e, 44.20000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay France ,29_600_4016_13_1,Night,kg CO2e, 6.70000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Germany ,29_600_4017_13_1,Night,kg CO2e, 13.20000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,"Hotel stay Hong Kong, China ",29_600_4019_13_1,Night,kg CO2e, 51.50000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay India ,29_600_4020_13_1,Night,kg CO2e, 58.90000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Indonesia ,29_600_4021_13_1,Night,kg CO2e, 62.70000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Italy ,29_600_4024_13_1,Night,kg CO2e, 14.30000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Japan ,29_600_4025_13_1,Night,kg CO2e, 39.00000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Jordan ,29_600_4026_13_1,Night,kg CO2e, 68.90000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Korea ,29_600_4028_13_1,Night,kg CO2e, 55.80000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Malaysia ,29_600_4030_13_1,Night,kg CO2e, 61.50000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Maldives ,29_600_4031_13_1,Night,kg CO2e, 152.20000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Mexico ,29_600_4032_13_1,Night,kg CO2e, 19.30000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Netherlands ,29_600_4033_13_1,Night,kg CO2e, 14.80000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Oman ,29_600_4035_13_1,Night,kg CO2e, 90.30000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Philippines ,29_600_4038_13_1,Night,kg CO2e, 54.30000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Portugal ,29_600_4040_13_1,Night,kg CO2e, 19.00000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Qatar ,29_600_4041_13_1,Night,kg CO2e, 86.20000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Russian Federation ,29_600_4043_13_1,Night,kg CO2e, 24.20000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Saudi Arabia ,29_600_4044_13_1,Night,kg CO2e, 106.40000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Singapore ,29_600_4045_13_1,Night,kg CO2e, 24.50000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay South Africa ,29_600_4046_13_1,Night,kg CO2e, 51.40000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Spain ,29_600_4047_13_1,Night,kg CO2e, 7.00000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Switzerland ,29_600_4048_13_1,Night,kg CO2e, 6.60000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Thailand ,29_600_4050_13_1,Night,kg CO2e, 43.40000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Turkey ,29_600_4051_13_1,Night,kg CO2e, 32.10000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay United Arab Emirates ,29_600_4052_13_1,Night,kg CO2e, 63.80000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay United States ,29_600_4053_13_1,Night,kg CO2e, 16.10000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Business Travel,Hotel stay Vietnam ,29_600_4054_13_1,Night,kg CO2e, 38.50000 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Small car Diesel,25_301_3045_9_1,miles,kg CO2e,0.23078,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Small car Petrol,25_301_3046_9_1,miles,kg CO2e,0.23027,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Small car Unknown,25_301_3050_9_1,miles,kg CO2e,0.23049,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Small car Plug-in Hybrid Electric Vehicle,25_301_3051_9_1,miles,kg CO2e,0.09123,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Small car Battery Electric Vehicle,25_301_3052_9_1,miles,kg CO2e,0.05936,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Medium car Diesel,25_301_3053_9_1,miles,kg CO2e,0.27639,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Medium car Petrol,25_301_3054_9_1,miles,kg CO2e,0.28121,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Medium car Unknown,25_301_3058_9_1,miles,kg CO2e,0.27877,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Medium car Plug-in Hybrid Electric Vehicle,25_301_3059_9_1,miles,kg CO2e,0.14193,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Medium car Battery Electric Vehicle,25_301_3060_9_1,miles,kg CO2e,0.06246,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Large car Diesel,25_301_3061_9_1,miles,kg CO2e,0.33808,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Large car Petrol,25_301_3062_9_1,miles,kg CO2e,0.43175,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Large car Unknown,25_301_3066_9_1,miles,kg CO2e,0.36495,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Large car Plug-in Hybrid Electric Vehicle,25_301_3067_9_1,miles,kg CO2e,0.18396,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Large car Battery Electric Vehicle,25_301_3068_9_1,miles,kg CO2e,0.06767,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Average car Diesel,25_301_3069_9_1,miles,kg CO2e,0.27849,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Average car Petrol,25_301_3070_9_1,miles,kg CO2e,0.26187,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Average car Unknown,25_301_3074_9_1,miles,kg CO2e,0.26915,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Average car Plug-in Hybrid Electric Vehicle,25_301_3075_9_1,miles,kg CO2e,0.16834,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Cars Average car Battery Electric Vehicle,25_301_3076_9_1,miles,kg CO2e,0.06512,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Motorbike Small ,25_302_3077_9_1,miles,kg CO2e,0.13389,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Motorbike Medium ,25_302_3078_9_1,miles,kg CO2e,0.16266,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Motorbike Large ,25_302_3079_9_1,miles,kg CO2e,0.21326,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Motorbike Average ,25_302_3080_9_1,miles,kg CO2e,0.18294,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Rail National rail ,25_315_3147_11_1,km,kg CO2e, 0.03546 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Rail International rail ,25_315_3148_11_1,km,kg CO2e, 0.00446 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Rail Light rail and tram ,25_315_3149_11_1,km,kg CO2e, 0.02860 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Rail London Underground ,25_315_3150_11_1,km,kg CO2e, 0.02780 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,"Flights Domestic, to/from UK Average passenger",21_316_3161_11_1,km,kg CO2e, 0.13552 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,"Flights Short-haul, to/from UK Economy class",21_316_3165_11_1,km,kg CO2e, 0.07435 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,"Flights Short-haul, to/from UK Business class",21_316_3167_11_1,km,kg CO2e, 0.11152 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,"Flights Long-haul, to/from UK Average passenger",21_316_3169_11_1,km,kg CO2e, 0.09043 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,"Flights Long-haul, to/from UK Economy class",21_316_3171_11_1,km,kg CO2e, 0.06926 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,"Flights Long-haul, to/from UK Premium economy class",21_316_3173_11_1,km,kg CO2e, 0.11081 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,"Flights Long-haul, to/from UK Business class",21_316_3175_11_1,km,kg CO2e, 0.20083 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,"Flights Long-haul, to/from UK First class",21_316_3177_11_1,km,kg CO2e, 0.27701 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,"Flights International, to/from non-UK Average passenger",21_316_3179_11_1,km,kg CO2e, 0.08420 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,"Flights International, to/from non-UK Economy class",21_316_3181_11_1,km,kg CO2e, 0.06449 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,"Flights International, to/from non-UK Premium economy class",21_316_3183_11_1,km,kg CO2e, 0.10318 ,,,,,,,,,,,,,, -   ,100%, -   ,
